id,created_at,account_acct,content_text,original_text
115304978448156682,2025-10-02T14:12:24.025000+00:00,tibrnowplayingbot,"Artist: Luciftias Support: [URL] Title: Bells, Bells, Bells Album: The Great Abstinence Station: The Indie Beat Radio FM Live: [URL] Up next: Davide Bucci - Snow Desert Visit: [URL] #tibrNowPlaying #theIndieBeatNowPlaying #tibrTheIndieBeatRadioFm","Artist:	Luciftias  Support:	https://bandwagon.fm/@66993453c53ede95b06fe2b0  Title:	Bells, Bells, Bells  Album:	 The Great Abstinence  Station:	The Indie Beat Radio FM  Live:	https://theindiebeat.fm Up next:	Davide Bucci - Snow Desert Visit:	https://theindiebeat.fm  #tibrNowPlaying #theIndieBeatNowPlaying #tibrTheIndieBeatRadioFm "
115304978363085704,2025-10-02T14:12:22.704000+00:00,jazzfm,Quincy Jones - Hikky Burr #JazzFM #Jazz #NowPlaying #QuincyJones,Quincy Jones - Hikky Burr  #JazzFM #Jazz #NowPlaying #QuincyJones 
115304978272968880,2025-10-02T14:12:21.337000+00:00,designbohemian,9 Of Cups Tarot Card Tapestry - Full Card Tapestry - Rider Waite Deck Tapestry by Printagrams [URL] #Tarot #TarotCards #RiderWaite #TarotTapestry #9ofCups,9 Of Cups Tarot Card Tapestry - Full Card Tapestry - Rider Waite Deck Tapestry by Printagrams https://www.etsy.com/listing/863091384/9-of-cups-tarot-card-tapestry-full-card?ref=rss&utm_source=dlvr.it&utm_medium=mastodon #Tarot #TarotCards #RiderWaite #TarotTapestry #9ofCups 
115304978246901326,2025-10-02T14:12:20.924000+00:00,agitprop_n_absurdity,"The map shows that the Global Sumud Flotilla's Mikeno vessel has stopped, though it has not yet been confirmed whether it was intercepted or attacked by Israeli naval forces. 1/2","The map shows that the Global Sumud Flotilla's Mikeno vessel has stopped, though it has not yet been confirmed whether it was intercepted or attacked by Israeli naval forces. 1/2 "
115304978214975454,2025-10-02T14:12:20.435000+00:00,rssgma,"NBI files raps vs. Alice Guo, family over businesses, property in Bulacan For more details, please visit [URL]","NBI files raps vs. Alice Guo, family over businesses, property in Bulacan  For more details, please visit https://www.gmanetwork.com/news/topstories/nation/961022/nbi-files-raps-vs-alice-guo-family-over-businesses-property-in-bulacan/story/ "
115304978049688282,2025-10-02T14:12:17.915000+00:00,legitng,"Tinubu alerts Soyinka, says 'I knew you'd not disobey' as National Theatre is renamed, check out beautiful photos Read more: [URL]","Tinubu alerts Soyinka, says 'I knew you'd not disobey' as National Theatre is renamed, check out beautiful photos Read more: https://www.legit.ng/nigeria/1676723-i-knew-d-disobey-tinubu-soyinka-president-inaugurates-newly-renovated-natl-theatre/ "
115304977981347976,2025-10-02T14:12:16.872000+00:00,lsjmhar,Badenoch Doesn’t Rule Out Resigning as Tory Leader [URL],Badenoch Doesn’t Rule Out Resigning as Tory Leader https://order-order.com/2025/10/02/badenoch-doesnt-rule-out-resigning-as-tory-leader/ 
115304977846849588,2025-10-02T14:12:14.821000+00:00,pacificdailynews,"Choreographer Akram Khan blends spirituality, feminine rituals and desert landscapes Choreographer and dancer Akram Khan took inspiration from the Nabataean tribes of the Saudi Arabian desert for his latest creation ""Thikra: Night of Remembering"", as he delves into regional traditions with Saudi artist Manal Al Dowayan. He tells us why staging an all-women production in the kingdom came naturally, despite taboos surrounding public performances and why his work has... [URL]","Choreographer Akram Khan blends spirituality, feminine rituals and desert landscapes Choreographer and dancer Akram Khan took inspiration from the Nabataean tribes of the Saudi Arabian desert for his latest creation ""Thikra: Night of Remembering"", as he delves into regional traditions with Saudi artist Manal Al Dowayan. He tells us why staging an all-women production in the kingdom came naturally, despite taboos surrounding public performances and why his work has… https://pacificdailynews.com/choreographer-akram-khan-blends-spirituality-feminine-rituals-and-desert-landscapes/?utm_source=mastodon&utm_medium=jetpack_social "
115304977715222564,2025-10-02T14:12:12.816000+00:00,joglosemarnews,"Misteri Kuburan Njedot di Wonogiri Gegerkan Warga, Tanah Menyembul Keluar Hancurkan Makam #fenomenamakamaneh [URL]","Misteri Kuburan Njedot di Wonogiri Gegerkan Warga, Tanah Menyembul Keluar Hancurkan Makam #fenomenamakamaneh https://joglosemarnews.com/2025/10/misteri-kuburan-njedot-di-wonogiri-gegerkan-warga-tanah-menyembul-keluar-hancurkan-makam/?utm_source=mastodon&utm_medium=jetpack_social "
115304977641190464,2025-10-02T14:12:11.680000+00:00,thoughtswordsaction,Murals Drop New Single “tough” From Forthcoming Debut EP [URL] [URL],Murals Drop New Single “tough” From Forthcoming Debut EP http://youtube.com/watch?v=D7kG1fXyXzw&feature=youtu.be http://thoughtswordsaction.com/2025/10/02/murals-drop-new-single-tough-from-forthcoming-debut-ep/?utm_source=mastodon&utm_medium=jetpack_social 
115304977549940069,2025-10-02T14:12:10.286000+00:00,indie1023_playlist,8:11am I'm in Love With You by The 1975 from Being Funny in a Foreign Language,8:11am I'm in Love With You by The 1975 from Being Funny in a Foreign Language 
115304977379957448,2025-10-02T14:12:07.687000+00:00,10bmnews,"PrimeXBT Insights: WLFI and the Trump connection, opportunity or just hype? By Jonatan Randin, Market Analyst at PrimeXBT World Liberty Financial (WLFI) is one of the most high-profile altcoins launched in 2025. Backed by branding ties to Donald Trump’s family, WLFI raised significant capital during its presale before launching trading on 1 September 2025. With governance as the sole stated utility of the token, WLFI offers an unusual mix of political attention,... [URL]","PrimeXBT Insights: WLFI and the Trump connection, opportunity or just hype?  By Jonatan Randin, Market Analyst at PrimeXBT World Liberty Financial (WLFI) is one of the most high-profile altcoins launched in 2025. Backed by branding ties to Donald Trump’s family, WLFI raised significant capital during its presale before launching trading on 1 September 2025. With governance as the sole stated utility of the token, WLFI offers an unusual mix of political attention,… https://10bmnews.com/crypto-news/primexbt-insights-wlfi-and-the-trump-connection-opportunity-or-just-hype/ "
115304977307404273,2025-10-02T14:12:06.588000+00:00,openletterbot,"From a voter in 📍 Arlington, VA [URL]","From a voter in 📍 Arlington, VA https://resist.bot/letters/02515c31-9634-40a3-b316-1aa440b1f26e "
115304977194212107,2025-10-02T14:12:04.859000+00:00,nivadaily,⭕️വീണാ ജോർജ് രക്ഷിതിന് ആദ്യാക്ഷരം കുറിച്ചു; എസ്എടി ആശുപത്രിയുടെ രക്ഷാപ്രവർത്തനത്തിന് അഭിനന്ദനം Read full story: [URL] Join our Whatsapp group [URL],⭕️വീണാ ജോർജ് രക്ഷിതിന് ആദ്യാക്ഷരം കുറിച്ചു; എസ്എടി ആശുപത്രിയുടെ രക്ഷാപ്രവർത്തനത്തിന് അഭിനന്ദനം Read full story: https://nivadaily.com/veena-george-vidyarambham/ Join our Whatsapp group  https://chat.whatsapp.com/GqOETrGnLmW04WN8zt2EBv 
115304977179853347,2025-10-02T14:12:04.684000+00:00,fandompost,"#Hulu Going International On October 8th, 2025 [URL]","#Hulu Going International On October 8th, 2025 http://dlvr.it/TNQspW "
115304976869484428,2025-10-02T14:11:59.922000+00:00,nesbotot,My wife said she doesn't feel the same about me....I've never felt so alone in my life....also is the world just completely fucked now? [URL] #resetera,My wife said she doesn't feel the same about me....I've never felt so alone in my life....also is the world just completely fucked now? https://www.resetera.com/threads/1314745 #resetera 
115304976845430194,2025-10-02T14:11:59.537000+00:00,enterweek,"크림, 특허청 위조상품 유통 방지 기술 컨퍼런스서 고도화된 검수 시스템 소개 한정판 거래 플랫폼 크림(KREAM, 대표 김창욱)이 지난 27일 서울 강남 조선팰리스에서 열린 특허청 주최 '2025 위조상품 유통 방지 기술 컨퍼런스'에 참석해 위조상품에 대응하기 위한 크림의 검수 시스템을 소개했다. ​ ‘위조상품 유통 방지 기술 컨퍼런스’는 위조상품 유통 방지를 위한 대응기술에 대한 이해도를 높이고, 위조상품 대응기술 보유기업과 수요기업 간 교류의 장을 마련하기 위해 특허청이 개최하는 행사다. 위조상품 유통방지 정책 및 수사사례, 위조상품 대응기술 소개 등을 주제로 특허청, 미국 국토안보수사국, 한국조폐공사, 크림 등이 참석했다. [URL]","크림, 특허청 위조상품 유통 방지 기술 컨퍼런스서 고도화된 검수 시스템 소개 한정판 거래 플랫폼 크림(KREAM, 대표 김창욱)이 지난 27일 서울 강남 조선팰리스에서 열린 특허청 주최 '2025 위조상품 유통 방지 기술 컨퍼런스'에 참석해 위조상품에 대응하기 위한 크림의 검수 시스템을 소개했다. ​ ‘위조상품 유통 방지 기술 컨퍼런스’는 위조상품 유통 방지를 위한 대응기술에 대한 이해도를 높이고, 위조상품 대응기술 보유기업과 수요기업 간 교류의 장을 마련하기 위해 특허청이 개최하는 행사다. 위조상품 유통방지 정책 및 수사사례, 위조상품 대응기술 소개 등을 주제로 특허청, 미국 국토안보수사국, 한국조폐공사, 크림 등이 참석했다. https://xn--li5buvo0smwa.kr/archives/172174?utm_source=mastodon&utm_medium=jetpack_social "
115304976669027056,2025-10-02T14:11:56.847000+00:00,realtasnap,"NJ Airbnb styling photography in New Jersey turns your listing into a booking magnet—engaging visuals, expert staging, and swift, professional video boost visibility and guest interest. RealtaSnap provides HDR photos from $149, quick delivery, and all-in pricing. Discover how to fill your calendar and stand out at [URL]","NJ Airbnb styling photography in New Jersey turns your listing into a booking magnet—engaging visuals, expert staging, and swift, professional video boost visibility and guest interest. RealtaSnap provides HDR photos from $149, quick delivery, and all-in pricing. Discover how to fill your calendar and stand out at https://www.realtasnap.com/airbnb-vrbo-service-nyc. "
115304975875147757,2025-10-02T14:11:44.740000+00:00,nesbot,It genuinely feels like the vibes of Xbox as a brand has never been lower [URL] #gaming #videogames #resetera,It genuinely feels like the vibes of Xbox as a brand has never been lower https://www.resetera.com/threads/1314748 #gaming #videogames #resetera 
115304975874653817,2025-10-02T14:11:44.736000+00:00,fiadocsbot,"New document: Doc 7 - Event Notes - Circuit Map, Pit Lane, Emergency Exits Map and Quarantine Zone Published on [URL] 16:11 CET (1/2) [URL] #F1 #Formula1 #FIA #SingaporeGP 🇸🇬","New document: Doc 7 - Event Notes - Circuit Map, Pit Lane, Emergency Exits Map and Quarantine Zone Published on 02.10.25 16:11 CET (1/2) https://www.fia.com/system/files/decision-document/2025_singapore_grand_prix_-_event_notes_-_circuit_map_pit_lane_emergency_exits_map_and_quarantine_zone.pdf #F1 #Formula1 #FIA #SingaporeGP 🇸🇬 "
115304975835088865,2025-10-02T14:11:44.122000+00:00,fuldainfo,"Ralf Spevacek spendet 6300 Euro an Inklusionssportverein Mit einer besonderen Spende hat Ralf Spevacek, langjähriger ehrenamtlicher Finanz- und Controlling-Berater der Bürgerstiftung antonius : gemeinsam Mensch, den Inklusionssportverein „Jeder ist anders – Inklusionssport Fulda [URL] .“ gefördert. Anlässlich seines 63. Geburtstags verzichtete Spevacek auf Geschenke, stockte den gesammelten Betrag aus privater Hand auf und übergab eine Summe von [URL] ,63 Euro. „Herr... [URL]","Ralf Spevacek spendet 6300 Euro an Inklusionssportverein Mit einer besonderen Spende hat Ralf Spevacek, langjähriger ehrenamtlicher Finanz- und Controlling-Berater der Bürgerstiftung antonius : gemeinsam Mensch, den Inklusionssportverein „Jeder ist anders – Inklusionssport Fulda e.V.“ gefördert. Anlässlich seines 63. Geburtstags verzichtete Spevacek auf Geschenke, stockte den gesammelten Betrag aus privater Hand auf und übergab eine Summe von 6.363,63 Euro. „Herr… https://www.fuldainfo.de/ralf-spevacek-spendet-6300-euro-an-inklusionssportverein/ "
115304975776124106,2025-10-02T14:11:43.244000+00:00,skyportradio,#Colombia human rights update September 2025 [URL],#Colombia  human rights update September 2025 https://justiceforcolombia.org/news/colombia-human-rights-update-september-2025/ 
115304975241137742,2025-10-02T14:11:35.060000+00:00,khabarwala24,"विजयादशमी पर ओडिशा के मुख्यमंत्री मोहन चरण माझी ने दिया ‘वोकल फॉर लोकल’ का संदेश भुवनेश्वर, 2 अक्टूबर (khabarwala24)। विजयादशमी के शुभ अवसर पर ओडिशा के मुख्यमंत्री मोहन चरण माझी ने अपने परिवार के साथ राज्य सरकार द्वारा संचालित बयनीका हैंडलूम स्टोर पर खरीदारी की। इस मौके पर उन्होंने प्रदेशवासियों को विजयादशमी की हार्दिक शुभकामनाएं दीं और ‘वोकल फॉर लोकल’ को अपनाने की अपील की। मुख्यमंत्री ने कहा कि इस पावन दिन पर मैं सभी को विजयादशमी की शुभकामनाएं देता हूं। यह पर्व सत्य... [URL]","विजयादशमी पर ओडिशा के मुख्यमंत्री मोहन चरण माझी ने दिया ‘वोकल फॉर लोकल’ का संदेश भुवनेश्वर, 2 अक्टूबर (khabarwala24)। विजयादशमी के शुभ अवसर पर ओडिशा के मुख्यमंत्री मोहन चरण माझी ने अपने परिवार के साथ राज्य सरकार द्वारा संचालित बयनीका हैंडलूम स्टोर पर खरीदारी की। इस मौके पर उन्होंने प्रदेशवासियों को विजयादशमी की हार्दिक शुभकामनाएं दीं और ‘वोकल फॉर लोकल’ को अपनाने की अपील की। मुख्यमंत्री ने कहा कि इस पावन दिन पर मैं सभी को विजयादशमी की शुभकामनाएं देता हूं। यह पर्व सत्य… https://www.khabarwala24.com/national/on-vijayadashami-odisha-chief-minister-mohan-charan-majhi-gave-the-message-of/110438/ "
115304975019571324,2025-10-02T14:11:31.680000+00:00,dtpnews,Vogue Publicado por: UCo4CrqhIV_tSOGdDWfVyCsg (Madonna - Topic) Fecha: 2017-04-08 07:07:49 | Duración: 00:05:18 Vistas: 18359639 | Likes: 158767 Provided to YouTube by Sire/Warner Records Vogue · Madonna The Immaculate Collection ℗ 1985 Warner Records Inc. Programmer: Alan Friedman Engineer: Brian Malouf Executive Producer: Craig Kostich Assistant Engineer: Curt Frasca Vocals: Donna DeLory Backing Vocals: Donna DeLory Mixing Engineer: Goh Hotoda Arranger: Jeremy... [URL],Vogue Publicado por: UCo4CrqhIV_tSOGdDWfVyCsg (Madonna - Topic) Fecha: 2017-04-08 07:07:49 | Duración: 00:05:18 Vistas: 18359639 | Likes: 158767 Provided to YouTube by Sire/Warner Records Vogue · Madonna The Immaculate Collection ℗ 1985 Warner Records Inc. Programmer: Alan Friedman Engineer: Brian Malouf Executive Producer: Craig Kostich Assistant Engineer: Curt Frasca Vocals: Donna DeLory Backing Vocals: Donna DeLory Mixing Engineer: Goh Hotoda Arranger: Jeremy… https://www.dtpnews.com/vogue/?utm_source=mastodon&utm_medium=jetpack_social 
115304974987027632,2025-10-02T14:11:31.181000+00:00,enterweek,"네이버클라우드, 사우디 뉴 무라바와 로봇·자율주행·스마트시티 기술 협력 팀네이버의 기술이 사우디아라비아 미래형 신도시 ‘뉴 무라바(New Murabba)’에 도입된다. 네이버클라우드(대표 김유원)는 30일 사우디아라비아의 미래형 신도시가 될 ‘뉴 무라바’와 로보틱스, 자율주행, 스마트시티 분야 등에 협력하는 내용의 MOU를 체결했다고 밝혔다. 뉴 무라바는 사우디아라비아 국부펀드(PIF)가 추진하는 대표적인 미래형 신도시 개발 프로젝트다. 15km2 규모로 현재 리야드에서 건설 중이며, 다양한 일자리와 대규모 주거 및 상업 시설, 학교, 병원 등의 공공 시설 등이 포함될 예정이다. 특히, 도시의 중심에는 리테일, 문화시설, 관광, 주거, 상업 등 다양한 기능을 아우르는 상징적인 건축물인 ‘무카브(The Mukaab)’가 자리잡을 예정이다. [URL]","네이버클라우드, 사우디 뉴 무라바와 로봇·자율주행·스마트시티 기술 협력 팀네이버의 기술이 사우디아라비아 미래형 신도시 ‘뉴 무라바(New Murabba)’에 도입된다. 네이버클라우드(대표 김유원)는 30일 사우디아라비아의 미래형 신도시가 될 ‘뉴 무라바’와 로보틱스, 자율주행, 스마트시티 분야 등에 협력하는 내용의 MOU를 체결했다고 밝혔다. 뉴 무라바는 사우디아라비아 국부펀드(PIF)가 추진하는 대표적인 미래형 신도시 개발 프로젝트다. 15km2 규모로 현재 리야드에서 건설 중이며, 다양한 일자리와 대규모 주거 및 상업 시설, 학교, 병원 등의 공공 시설 등이 포함될 예정이다. 특히, 도시의 중심에는 리테일, 문화시설, 관광, 주거, 상업 등 다양한 기능을 아우르는 상징적인 건축물인 ‘무카브(The Mukaab)’가 자리잡을 예정이다. https://xn--li5buvo0smwa.kr/archives/172172?utm_source=mastodon&utm_medium=jetpack_social "
115304974948850597,2025-10-02T14:11:30.597000+00:00,news_s,"Ex-Dragon Age producer Mark Darrah suggests BioWare and The rumored leveraged buyout of Electronic Arts manifested this week as it was confirmed Saudi Arabia’s PIF, Silver Lake, and Affinity Partners were going to acquire the company for $55 billion, effectively taking it private when the deal closes in Q1 2027. The announcement quickly sent ripples through the entire video games industry, with most analysts, developers, and journalists expecting even more layoffs... [URL]","Ex-Dragon Age producer Mark Darrah suggests BioWare and The rumored leveraged buyout of Electronic Arts manifested this week as it was confirmed Saudi Arabia’s PIF, Silver Lake, and Affinity Partners were going to acquire the company for $55 billion, effectively taking it private when the deal closes in Q1 2027. The announcement quickly sent ripples through the entire video games industry, with most analysts, developers, and journalists expecting even more layoffs… https://news-s.online/ex-dragon-age-producer-mark-darrah-suggests-bioware-and/ "
115304974931070778,2025-10-02T14:11:30.327000+00:00,news365coza,"Ramaphosa Condemns Israeli Interception of Gaza Aid Flotilla President Cyril Ramaphosa has strongly condemned the Israeli navy's interception of the Global Sumud Flotilla, calling it a violation of international law and a direct affront to humanitarian efforts. The flotilla, carrying humanitarian aid and international activists — including South Africans — was en route to Gaza when it was stopped in international waters. Several individuals on board were reportedly... [URL]","Ramaphosa Condemns Israeli Interception of Gaza Aid Flotilla President Cyril Ramaphosa has strongly condemned the Israeli navy's interception of the Global Sumud Flotilla, calling it a violation of international law and a direct affront to humanitarian efforts. The flotilla, carrying humanitarian aid and international activists — including South Africans — was en route to Gaza when it was stopped in international waters. Several individuals on board were reportedly… https://news365.co.za/ramaphosa-condemns-israeli-interception/ "
115304974660556406,2025-10-02T14:11:26.199000+00:00,worldnewsstudio,"I earned $600,000 last year. I made half at Google and $300,000 from my side hustle, which I spend 5 hours a week on. Business Insider - Careers | 2025-10-02 14:00 According to a report by Business Insider... Sundas Khalid earned $292,000 in 2024 at Google. She doubled her income with the $304,000 she made for her side hustle making content about how she succeeded in Big Tech. complete report is on below link. [URL]","I earned $600,000 last year. I made half at Google and $300,000 from my side hustle, which I spend 5 hours a week on. Business Insider - Careers | 2025-10-02 14:00 According to a report by Business Insider... Sundas Khalid earned $292,000 in 2024 at Google. She doubled her income with the $304,000 she made for her side hustle making content about how she succeeded in Big Tech. complete report is on below link. https://worldnewsstudio.com/i-earned-600000-last-year-i-made-half-at-google-and-300000-from-my-side-hustle-which-i-spend-5-hours-a-week-on/ "
115304974430977892,2025-10-02T14:11:22.741000+00:00,theslowmusicmovement,"""a boundary nudging ambient jazz transmission that refreshingly doesn't sound like too much else around"" [URL] Find them in the Slow Jazz Playlist: [URL] #jazz #ambient #slow #music #independent #artist #london","""a boundary nudging ambient jazz transmission that refreshingly doesn't sound like too much else around"" https://www.theslowmusicmovement.org/post/harry-christelis-feat-christos-stylianides-andrea-di-biase-dave-storey-half-truths-clonmell-j Find them in the Slow Jazz Playlist: https://www.submithub.com/link/slow-jazz-playlist #jazz #ambient #slow #music #independent #artist #london "
115304974270570561,2025-10-02T14:11:20.250000+00:00,clickclaimprize,I reviewed Doja Cat's Vie [URL],I reviewed Doja Cat's Vie https://pitchfork.com/reviews/albums/doja-cat-vie/ 
