id,label
5038,airplane
30853,horse
38397,frog
13626,truck
23541,ship
178,dog
39751,horse
39153,cat
9690,horse
38063,horse
37462,automobile
15619,ship
48782,deer
48266,horse
15781,ship
36331,bird
23491,horse
4861,ship
16568,airplane
45917,horse
6955,airplane
26592,dog
10021,airplane
38780,ship
42009,cat
41013,cat
9663,frog
42197,frog
7152,bird
46868,dog
15524,cat
29058,airplane
44159,automobile
29302,truck
26942,truck
8827,truck
10067,cat
27982,airplane
42983,deer
39857,truck
46213,ship
30197,dog
47886,bird
31887,cat
30170,ship
5437,horse
27762,cat
31854,ship
26252,dog
22412,cat
14848,truck
17493,automobile
7973,airplane
35295,bird
33282,truck
2255,cat
49335,dog
13743,automobile
31493,bird
8174,bird
28254,cat
38505,cat
30573,bird
25730,frog
41676,deer
40275,frog
30548,deer
26000,frog
798,horse
14926,deer
13834,airplane
3417,bird
34874,bird
44730,deer
38146,horse
28484,truck
27517,airplane
40435,dog
47835,airplane
41912,automobile
17028,dog
10110,frog
12179,airplane
789,cat
47296,deer
19442,deer
2591,ship
34645,frog
34744,ship
11936,horse
20497,cat
9904,bird
19981,deer
44127,airplane
45931,deer
4959,automobile
10663,truck
16846,deer
7171,truck
33696,ship
21810,dog
34921,frog
17529,dog
43135,bird
33132,cat
32635,deer
23028,cat
8044,bird
21820,bird
11784,airplane
29560,ship
25246,automobile
12985,horse
23058,deer
30766,bird
13316,ship
39255,ship
9885,automobile
41594,frog
35252,truck
5587,cat
19473,ship
42169,bird
28040,deer
17811,frog
39954,automobile
35900,cat
21596,dog
29015,ship
42121,bird
12057,airplane
2929,automobile
29744,deer
26736,dog
9237,airplane
49610,cat
48588,airplane
32646,deer
45710,bird
34812,truck
37327,truck
48926,frog
41072,bird
7394,frog
43904,truck
49895,automobile
7688,truck
20027,ship
37533,airplane
15304,bird
43109,truck
9126,frog
21047,dog
18505,horse
28406,truck
3191,cat
11951,horse
25484,truck
34062,cat
48001,automobile
44437,automobile
4558,automobile
27523,airplane
43823,bird
13412,dog
49226,automobile
31808,horse
42799,dog
42253,cat
1539,dog
35081,truck
16719,truck
3063,automobile
42729,dog
42922,automobile
20380,airplane
34772,cat
12000,frog
3153,dog
13203,cat
20920,frog
39733,bird
212,horse
1693,deer
11954,dog
28678,dog
26961,bird
18064,automobile
38452,bird
5817,automobile
29886,bird
24980,automobile
43673,bird
25520,frog
48314,truck
11930,cat
9224,horse
13959,ship
2068,automobile
12501,cat
39808,horse
9563,deer
29325,cat
8550,airplane
18521,cat
6973,airplane
28509,dog
10326,automobile
36217,cat
5281,ship
17901,bird
12712,bird
5893,bird
28928,bird
43262,bird
40293,ship
10626,ship
43836,deer
18221,ship
46515,automobile
21972,automobile
7343,automobile
14021,truck
42599,horse
49307,cat
24628,truck
14970,ship
30406,bird
28472,dog
21957,frog
41355,truck
29101,deer
16212,automobile
37733,dog
13258,dog
1737,automobile
35733,frog
2250,automobile
10466,horse
24940,airplane
32106,frog
45278,bird
34209,ship
15700,ship
23429,automobile
46512,deer
4277,frog
25618,horse
41657,frog
30607,cat
26899,ship
45984,dog
33594,truck
49128,ship
49839,ship
44734,frog
17155,airplane
29061,airplane
49722,bird
32963,truck
20945,truck
47560,horse
21951,deer
44620,airplane
23682,ship
24397,deer
25396,ship
31166,airplane
39503,ship
25738,ship
21960,automobile
42016,frog
30826,horse
6462,bird
5237,automobile
34624,cat
39988,automobile
35833,cat
38110,horse
15822,truck
33431,dog
8489,deer
560,bird
20528,frog
8204,horse
40140,ship
11890,truck
22361,deer
10607,ship
43326,truck
15193,frog
27014,cat
13273,horse
45256,deer
41379,automobile
40863,deer
18080,horse
13436,bird
16494,frog
19815,airplane
15420,bird
28429,airplane
16672,bird
7603,deer
37463,dog
19355,automobile
21223,deer
11212,cat
49822,ship
31981,horse
26599,cat
43432,frog
11017,dog
11500,deer
10184,frog
215,truck
47606,deer
33383,horse
15810,automobile
28969,truck
13724,frog
32794,frog
46008,frog
23937,automobile
30945,frog
30637,airplane
7539,frog
4248,horse
23210,bird
36146,cat
18272,airplane
20433,frog
43643,truck
38409,ship
20018,cat
41143,frog
31231,bird
1633,airplane
30482,frog
3957,cat
35122,airplane
849,automobile
8795,automobile
47706,cat
11917,automobile
38413,ship
3306,ship
5435,deer
49734,automobile
25345,frog
45212,cat
29681,frog
2937,bird
47217,deer
2788,deer
27321,horse
25591,truck
43696,truck
28880,truck
22168,airplane
21460,cat
16019,cat
48120,airplane
25102,bird
32295,automobile
5506,dog
9096,automobile
31913,cat
9257,frog
23481,ship
26416,frog
2761,bird
12890,horse
17658,bird
46307,frog
23934,automobile
31424,ship
14212,ship
18259,horse
35018,frog
40386,bird
2571,automobile
44195,frog
12410,airplane
20139,bird
3180,truck
44991,dog
14141,dog
42806,automobile
48848,airplane
45850,bird
26201,airplane
20406,ship
15548,horse
37432,deer
19084,dog
20614,truck
6819,horse
21628,automobile
23437,ship
33243,airplane
45939,deer
1863,ship
10814,horse
14586,airplane
37961,deer
24522,airplane
23382,horse
26077,airplane
26375,truck
40568,horse
760,horse
45807,frog
41093,automobile
26753,horse
42818,dog
6300,horse
29167,horse
19848,cat
26833,truck
42660,horse
32308,horse
17191,dog
23484,cat
22683,ship
31333,ship
16665,truck
1018,frog
13327,airplane
44475,automobile
3335,airplane
37204,automobile
9128,automobile
453,frog
26744,airplane
47552,horse
18356,truck
9521,bird
19742,airplane
16429,automobile
21042,deer
1517,deer
29781,cat
40160,airplane
40691,cat
24402,frog
43538,horse
35244,bird
39105,airplane
35542,cat
15,truck
25635,dog
28115,bird
785,dog
32027,deer
1289,bird
39926,bird
34537,cat
41865,ship
15742,cat
36992,automobile
17402,cat
31640,frog
33901,truck
42324,dog
5848,bird
22717,airplane
41888,frog
43791,dog
20415,dog
29102,deer
12401,ship
17817,truck
41762,ship
24928,bird
20867,automobile
38490,dog
14143,deer
6370,bird
34792,automobile
1141,truck
11677,ship
17662,cat
29524,cat
28890,dog
23717,bird
46163,automobile
15380,airplane
18707,airplane
2395,automobile
1689,ship
10627,truck
31998,bird
5450,horse
16633,airplane
48717,deer
22924,cat
44177,airplane
31078,truck
14328,bird
38059,bird
34707,frog
45636,ship
37588,ship
4062,airplane
49214,deer
32543,deer
35441,automobile
39208,ship
30405,truck
13015,horse
5249,bird
41381,deer
40005,dog
2473,horse
42548,cat
992,automobile
2430,airplane
47442,deer
45633,cat
33365,frog
28761,frog
25455,horse
7559,horse
18278,dog
9479,automobile
34536,truck
41699,truck
32386,frog
37698,cat
4034,cat
4770,automobile
16299,horse
1191,truck
5966,dog
44107,dog
6126,frog
37059,truck
12594,dog
12852,dog
34669,deer
40085,bird
5413,horse
32819,deer
48063,cat
10876,deer
2873,frog
18763,dog
31096,truck
9141,airplane
2691,frog
25154,deer
16419,cat
325,dog
34113,dog
44086,dog
40475,truck
16830,automobile
46977,cat
19564,truck
7592,frog
37959,dog
27198,bird
3590,frog
40253,ship
18543,frog
26409,cat
33839,automobile
37084,airplane
38441,horse
42606,bird
41299,ship
9079,bird
27693,ship
49699,frog
34870,ship
316,cat
22293,automobile
41413,cat
25840,truck
3680,cat
35567,deer
44951,cat
21547,ship
45050,deer
24136,cat
43236,automobile
39803,ship
8678,deer
16479,frog
12991,bird
37130,bird
25261,dog
27515,dog
34337,automobile
10974,deer
36888,truck
29562,cat
28211,automobile
29477,ship
25349,ship
10577,automobile
49078,deer
45688,automobile
12177,ship
32109,cat
1508,airplane
37149,ship
3375,horse
47362,frog
11799,ship
1824,cat
13575,ship
41158,bird
48946,deer
32052,ship
28182,frog
22054,deer
28450,airplane
25039,bird
6497,cat
42127,horse
24768,automobile
32866,ship
20748,dog
26905,cat
35777,horse
39374,automobile
31466,frog
14889,deer
27858,ship
30039,truck
34782,airplane
42619,airplane
29170,truck
2842,automobile
26596,frog
27208,dog
32970,deer
21339,airplane
3598,truck
41392,truck
2101,frog
15023,ship
21922,cat
29827,ship
41300,bird
24109,deer
1211,frog
29858,dog
300,deer
14231,cat
46647,truck
10784,frog
34221,dog
47030,dog
33798,airplane
8101,bird
26960,deer
26342,airplane
21415,ship
9794,dog
25525,ship
20885,horse
13002,cat
36996,frog
27422,horse
12741,airplane
9983,cat
11373,airplane
16631,ship
35885,automobile
32658,deer
9476,bird
48119,cat
33505,dog
4393,cat
20951,frog
26062,truck
11471,automobile
24756,airplane
25090,bird
49293,deer
11242,bird
9857,cat
22421,cat
17300,deer
16110,horse
31839,truck
32513,ship
38608,ship
20559,bird
30007,automobile
11733,airplane
3370,frog
45587,deer
14556,deer
5595,deer
9344,cat
13956,bird
20122,cat
25902,bird
31405,cat
21246,automobile
4435,frog
22354,frog
19613,dog
3452,dog
48754,frog
45775,frog
41723,frog
38971,airplane
27868,airplane
19711,automobile
19362,horse
28165,bird
18853,dog
17984,airplane
48764,cat
15534,deer
22939,automobile
16916,frog
11386,bird
44719,horse
36984,truck
2945,cat
39413,bird
48558,airplane
463,dog
22206,deer
38336,airplane
37987,dog
33894,truck
41905,truck
22966,horse
12126,ship
35037,ship
22459,airplane
2793,deer
35838,bird
40049,ship
9731,ship
2730,frog
9077,ship
28693,frog
38221,horse
42122,automobile
46346,truck
41185,frog
14310,airplane
23103,bird
5784,truck
48045,ship
6341,dog
21589,frog
22334,truck
42782,ship
40370,cat
23266,horse
10321,cat
8829,frog
4371,bird
15374,truck
30760,frog
3746,ship
12221,horse
33615,deer
40912,bird
27041,truck
12618,horse
38307,dog
47692,airplane
28557,cat
16709,truck
46467,cat
14445,frog
48180,deer
22813,horse
44718,deer
40631,horse
25463,airplane
19954,truck
39246,airplane
42079,horse
2424,airplane
42260,horse
20355,truck
26691,cat
5792,automobile
35937,bird
19423,cat
46416,deer
24647,frog
30047,dog
8642,bird
7786,dog
39781,airplane
3002,deer
365,automobile
1000,dog
26197,horse
21388,airplane
10507,cat
37110,cat
46294,bird
14971,truck
690,bird
4326,horse
23565,automobile
47627,deer
23022,airplane
3882,ship
48235,automobile
3178,cat
14683,dog
39612,truck
2617,horse
38532,bird
47489,deer
10683,ship
28070,dog
7774,dog
20862,dog
32211,automobile
6615,bird
8811,airplane
11573,airplane
17338,cat
24644,bird
188,frog
33941,cat
11186,dog
39919,ship
4144,frog
49862,ship
36041,automobile
17597,frog
15176,cat
20740,ship
10977,bird
35553,dog
2656,truck
18410,deer
12247,dog
25022,truck
14185,dog
12739,horse
23110,ship
32456,airplane
5485,airplane
38223,airplane
30357,dog
19862,dog
8506,truck
5387,bird
33049,horse
17234,airplane
23016,automobile
42745,cat
12921,automobile
9121,cat
44451,deer
44575,bird
10955,airplane
14204,airplane
15935,automobile
23141,horse
15080,horse
17061,frog
812,ship
23462,cat
10654,cat
44002,airplane
14823,horse
38860,dog
46332,deer
15994,truck
11346,ship
20378,frog
46372,cat
43967,bird
13202,cat
47210,dog
47121,deer
37810,cat
26462,frog
20703,ship
46196,truck
10376,truck
30370,truck
30523,deer
21733,airplane
9199,frog
23584,ship
15017,cat
30414,deer
20434,horse
16732,cat
20550,automobile
48495,cat
19467,horse
7542,frog
18719,ship
47820,cat
43665,airplane
38566,bird
5758,airplane
3171,ship
14167,ship
1423,truck
39122,airplane
26007,horse
24370,deer
21302,horse
22757,truck
5056,frog
20120,automobile
11118,ship
8898,horse
24832,dog
19663,airplane
2462,deer
29402,truck
41957,horse
41437,truck
37515,cat
23878,truck
46540,frog
4190,bird
24006,cat
994,dog
12517,automobile
25037,truck
16302,cat
20968,deer
7362,ship
2288,airplane
38011,airplane
40752,automobile
10416,deer
40770,deer
44572,automobile
49067,automobile
10101,automobile
48639,cat
7441,ship
4664,frog
3616,cat
49275,bird
14947,bird
33198,deer
8631,deer
46778,truck
35710,horse
18049,automobile
42438,automobile
16907,bird
15448,automobile
3534,deer
13949,dog
21413,bird
24217,ship
43568,deer
46918,ship
29147,automobile
43955,automobile
35082,automobile
44406,frog
39437,bird
8651,truck
23286,dog
15461,automobile
10171,horse
6992,truck
24752,cat
12963,dog
41467,frog
48261,truck
36111,frog
47196,bird
41876,dog
40988,automobile
33990,dog
49181,ship
32999,cat
33400,automobile
14466,dog
3090,deer
10200,frog
33730,truck
34339,frog
4789,dog
31756,deer
49063,frog
35272,cat
44446,dog
3219,cat
40234,truck
38349,ship
30302,dog
18930,truck
2551,bird
41032,deer
13913,ship
2286,ship
38828,truck
26742,automobile
48960,ship
11474,automobile
29049,bird
15242,ship
15320,dog
17871,deer
31017,cat
44771,airplane
21336,horse
31760,bird
16733,bird
8854,airplane
47890,ship
19924,truck
4699,dog
45288,truck
1358,ship
21866,airplane
44781,deer
29451,dog
28698,cat
17290,truck
10411,dog
38092,airplane
44281,truck
22709,bird
38562,truck
33981,cat
15528,dog
19479,horse
8027,ship
47452,frog
19389,cat
42031,deer
11691,frog
22893,horse
45037,horse
20103,bird
47322,horse
29084,deer
16279,automobile
14441,deer
19764,frog
12799,cat
31116,truck
34283,horse
16840,horse
13209,truck
13496,frog
4880,ship
40070,dog
41861,bird
10910,frog
41157,truck
29274,cat
18537,deer
30281,airplane
42148,bird
42278,deer
44007,horse
46007,dog
41094,deer
35964,airplane
11335,horse
15053,frog
35051,deer
28393,horse
5199,truck
11869,cat
13332,frog
1359,cat
467,automobile
10191,automobile
27360,dog
17705,truck
40735,truck
31541,truck
40688,bird
20472,airplane
29314,cat
24883,frog
49819,frog
26993,bird
16639,automobile
40549,airplane
1818,deer
13250,dog
34208,dog
27226,dog
22652,truck
20210,ship
12096,airplane
19928,frog
34440,cat
17181,ship
26945,ship
3870,bird
10166,frog
7999,airplane
6798,dog
14363,deer
15452,automobile
25018,deer
11518,truck
23720,bird
13282,cat
41137,deer
2637,truck
32334,dog
2531,cat
2536,bird
11368,automobile
16336,cat
12720,automobile
23385,ship
41534,frog
8243,airplane
19061,cat
21839,deer
43295,deer
30998,ship
29896,ship
21424,automobile
42134,cat
45039,cat
15409,dog
31867,deer
49165,airplane
1590,airplane
49867,dog
21902,ship
49009,bird
21007,dog
32807,automobile
7253,frog
7422,truck
40566,frog
19224,bird
32705,horse
8539,frog
34675,frog
7464,horse
34660,dog
49869,airplane
35909,horse
40848,cat
8616,horse
17918,airplane
18601,dog
13307,frog
10864,dog
47283,bird
5484,ship
38163,ship
17371,frog
44754,horse
19353,cat
7382,automobile
7407,dog
17063,cat
21308,deer
13590,frog
5980,bird
49950,frog
37543,frog
30209,automobile
7319,cat
3365,horse
19297,bird
43988,bird
23492,airplane
33404,bird
20338,cat
3023,dog
45699,dog
25212,cat
26221,ship
92,cat
20186,dog
11286,dog
561,bird
48990,bird
2029,dog
40292,truck
36603,frog
38000,airplane
23853,horse
6642,horse
17172,truck
35134,horse
6117,truck
24385,cat
4572,airplane
13462,dog
38795,deer
10502,cat
26233,frog
21800,truck
28017,ship
28349,bird
37314,deer
43591,dog
33255,horse
16876,bird
47202,airplane
46381,airplane
3600,deer
25671,dog
10035,horse
36771,ship
47814,deer
17262,truck
28505,frog
31822,bird
13071,truck
37893,horse
18630,dog
14229,bird
41458,airplane
10510,dog
30531,automobile
45461,bird
23057,airplane
45130,dog
2879,bird
668,frog
34690,cat
36452,ship
8852,dog
32680,automobile
35092,frog
10347,ship
45976,truck
36601,deer
8929,dog
9827,ship
39394,ship
22816,truck
7561,dog
23478,automobile
42999,airplane
40034,deer
45433,horse
13849,bird
42842,truck
31922,horse
45977,frog
5258,automobile
16807,deer
3148,horse
49845,truck
3348,airplane
14614,ship
9204,bird
22810,cat
14490,horse
28562,deer
10064,frog
29268,deer
13612,frog
4998,dog
2931,cat
34285,ship
28083,horse
9852,horse
44363,ship
14693,horse
48621,horse
16740,bird
38328,automobile
33452,airplane
8473,deer
4913,cat
44507,dog
11991,horse
42398,dog
22811,bird
17120,horse
46310,ship
41804,horse
46921,automobile
30,airplane
10880,horse
28530,cat
40992,frog
45201,bird
23797,airplane
26827,horse
6377,airplane
20638,automobile
44626,automobile
35038,automobile
39341,automobile
13624,ship
1217,airplane
24745,dog
21847,frog
29831,deer
17735,automobile
19214,bird
729,frog
44225,frog
32288,horse
44995,deer
19114,cat
39393,airplane
43313,bird
28706,bird
4247,truck
15778,deer
13516,frog
16828,cat
21923,bird
28986,ship
26158,frog
1591,truck
23693,bird
31219,dog
26890,dog
15606,ship
35270,airplane
9799,bird
6304,deer
4530,dog
27761,airplane
31885,bird
12943,horse
750,truck
5628,automobile
262,automobile
46738,ship
30103,bird
18172,ship
19309,frog
48078,dog
45849,truck
15276,automobile
381,dog
19151,dog
27108,dog
35332,truck
20644,automobile
30946,automobile
24646,horse
35742,truck
19520,horse
13398,bird
18642,horse
22102,frog
47136,frog
30620,truck
39979,frog
5931,horse
38952,cat
47142,deer
29183,truck
36343,horse
4412,airplane
17200,deer
19503,ship
46271,horse
24007,dog
48702,dog
4787,frog
6221,dog
31062,deer
46645,deer
4200,deer
32533,ship
15444,bird
35351,bird
35996,ship
45996,horse
4981,frog
29091,bird
8327,dog
16054,bird
25733,dog
33329,airplane
37944,bird
25656,dog
3373,bird
38585,deer
22107,horse
25487,truck
31869,cat
4143,truck
1678,bird
5341,bird
25096,bird
27612,frog
7704,truck
28700,airplane
37603,deer
3625,ship
34637,ship
33789,cat
49398,bird
2208,horse
7669,ship
35331,truck
8802,automobile
3486,automobile
26319,horse
6741,ship
7404,frog
34299,deer
16327,bird
33558,frog
41395,cat
41530,automobile
1937,bird
38246,dog
5654,deer
20251,truck
22989,bird
37870,airplane
33059,airplane
6944,deer
45800,frog
21683,dog
33396,bird
46090,bird
32998,deer
28929,ship
10285,ship
24101,cat
35756,cat
10884,cat
2145,deer
11426,airplane
2759,truck
33405,truck
14934,deer
29358,frog
11287,bird
7544,airplane
9979,frog
36238,automobile
7419,truck
26303,cat
40466,horse
3435,horse
5152,bird
32340,frog
27090,automobile
2715,airplane
17556,frog
23236,cat
5977,horse
22308,bird
756,frog
43494,cat
35486,horse
3112,frog
34642,ship
32941,truck
48950,truck
41652,airplane
16727,automobile
31214,airplane
36672,deer
38213,horse
16793,ship
38495,truck
20178,frog
35801,bird
46669,ship
43073,cat
33217,frog
13524,automobile
37570,deer
43543,airplane
6504,airplane
22967,bird
27521,dog
32351,cat
30799,frog
37735,frog
1639,truck
7381,bird
24506,horse
22299,automobile
40044,truck
7811,airplane
4377,bird
18052,horse
4223,ship
16632,truck
49135,ship
30452,bird
23667,ship
5673,ship
19340,airplane
12859,deer
37124,deer
28893,deer
35973,horse
38250,horse
22094,automobile
42464,horse
43768,cat
14945,horse
28834,airplane
40539,dog
48275,dog
9393,automobile
11697,automobile
36766,ship
30065,truck
33659,automobile
33913,dog
11578,ship
42138,horse
23704,automobile
16538,horse
44362,dog
37231,horse
42519,dog
27768,frog
29533,bird
11169,bird
31167,automobile
20177,truck
34526,truck
33120,ship
17737,ship
44371,deer
39635,cat
15814,bird
40185,automobile
9304,frog
43353,cat
9576,frog
41119,airplane
39526,dog
28108,bird
25370,horse
11519,bird
12475,horse
90,deer
45490,bird
23097,airplane
32400,horse
35514,dog
1468,truck
38273,dog
43465,cat
11699,automobile
29263,ship
23810,truck
37818,cat
20691,horse
24320,airplane
27958,truck
45678,automobile
4791,horse
6038,dog
28547,ship
2501,dog
44404,dog
47621,dog
15876,frog
31413,airplane
7434,ship
14117,airplane
17949,airplane
367,horse
11626,cat
22020,horse
45202,automobile
46312,frog
47594,bird
438,frog
37980,automobile
22304,automobile
20275,deer
24161,dog
49573,automobile
36187,bird
7176,frog
2694,bird
28189,frog
10106,deer
33362,bird
20874,ship
48768,horse
9879,automobile
29759,dog
43720,truck
7630,truck
49089,frog
2981,horse
7812,deer
23048,truck
3578,deer
31607,cat
9419,ship
45069,automobile
20187,horse
39753,deer
32045,dog
35761,deer
44184,automobile
35117,truck
31823,horse
1428,cat
39049,truck
23978,cat
43615,truck
44393,bird
16922,horse
7389,frog
6281,deer
12395,horse
45072,deer
2367,horse
38781,horse
1683,truck
9761,cat
6110,automobile
17012,airplane
45568,automobile
39827,airplane
15476,dog
18874,dog
46443,ship
25645,airplane
46970,airplane
25760,truck
716,ship
41192,deer
9760,airplane
11638,dog
40161,cat
27949,bird
13187,deer
35967,automobile
44521,automobile
45729,dog
43376,airplane
38646,ship
30521,airplane
13635,frog
23380,automobile
21157,cat
38809,ship
49439,automobile
28709,bird
13431,horse
7927,dog
3645,airplane
49751,truck
25220,cat
42116,dog
10596,cat
4692,truck
43100,bird
30050,automobile
23159,bird
23808,cat
32976,frog
2180,frog
42101,dog
3454,dog
20314,automobile
6439,truck
11071,frog
25308,cat
19511,deer
8112,ship
25013,dog
14447,horse
18094,automobile
7930,bird
47256,bird
31666,automobile
22738,dog
26632,deer
48225,automobile
17638,ship
32889,horse
16607,frog
42586,cat
35525,airplane
19263,deer
41309,bird
37740,truck
5803,horse
1272,cat
24335,bird
18933,automobile
39661,dog
8115,deer
42291,horse
46121,ship
44637,cat
3660,automobile
49156,dog
14988,dog
37470,deer
47369,bird
5594,dog
26680,dog
18975,frog
29368,airplane
20574,deer
16410,frog
37557,horse
29926,bird
1782,automobile
4444,automobile
11748,truck
33980,deer
6646,frog
26322,bird
19526,truck
35100,frog
4141,ship
3295,ship
29625,dog
27089,frog
1370,horse
10361,bird
38432,airplane
21759,airplane
22272,airplane
36849,automobile
32303,deer
49546,cat
10449,truck
26873,frog
4980,ship
18755,automobile
1127,frog
29017,horse
24082,cat
21910,cat
24862,deer
6862,truck
46187,truck
41159,cat
19985,frog
16564,automobile
11639,frog
29754,truck
21089,automobile
2572,frog
31792,dog
35023,bird
33575,deer
10465,cat
47013,dog
22827,cat
30632,bird
8065,horse
4337,cat
17119,frog
20673,dog
18428,dog
14455,cat
19386,deer
35920,cat
38497,deer
47455,frog
10172,ship
36409,bird
37316,bird
40795,deer
4367,dog
8246,truck
24810,frog
33607,dog
35124,frog
2712,dog
4394,horse
46313,frog
46661,deer
8342,bird
42779,frog
40879,dog
6234,automobile
46602,horse
30351,frog
33165,automobile
12515,dog
40520,frog
32054,horse
30560,deer
22567,horse
45550,horse
4096,frog
43906,frog
21184,frog
3217,truck
37507,automobile
45475,frog
39185,ship
429,truck
22269,ship
6623,dog
24057,dog
26964,horse
5425,frog
9588,horse
4936,airplane
6521,bird
11220,frog
39141,cat
9144,truck
15048,horse
47190,horse
2607,cat
13966,frog
821,bird
5256,ship
9727,horse
28787,cat
36016,automobile
11120,cat
25625,airplane
30088,ship
45284,automobile
6329,airplane
47164,airplane
11461,horse
31757,airplane
970,cat
4661,deer
38259,dog
487,automobile
24352,airplane
2574,deer
9024,ship
37566,ship
20851,bird
40892,cat
31873,ship
27780,cat
25166,automobile
22798,bird
6435,automobile
26142,automobile
45974,dog
43061,horse
33710,cat
27830,automobile
2249,airplane
28321,airplane
12678,horse
31682,frog
20347,cat
24675,deer
7145,airplane
10391,truck
2992,truck
21802,truck
15139,cat
42671,cat
5945,deer
1944,dog
33890,dog
2271,cat
38203,dog
26901,cat
30912,deer
29844,truck
14802,horse
48015,bird
4020,dog
30872,dog
46239,automobile
14594,automobile
18195,dog
4121,dog
21392,deer
11594,ship
30608,ship
11660,truck
22290,dog
12793,ship
11912,frog
7226,airplane
20277,deer
11275,dog
9651,deer
8212,ship
46281,truck
2998,frog
37531,deer
5064,deer
6498,horse
13712,truck
4081,airplane
43861,deer
26911,horse
46650,automobile
38207,ship
12357,frog
38873,automobile
44584,dog
7713,deer
36529,dog
30626,frog
17914,horse
13509,automobile
22774,airplane
19169,deer
27018,deer
10889,deer
48362,frog
4996,ship
20532,cat
34239,automobile
15738,deer
30756,ship
45637,dog
16875,frog
36554,ship
8817,frog
47853,airplane
43752,cat
26161,cat
26842,frog
27977,ship
44936,horse
11498,automobile
2638,truck
8358,horse
18085,bird
46482,bird
24425,frog
38299,frog
3195,cat
4642,dog
47947,airplane
21859,dog
27843,ship
45683,horse
34617,automobile
45495,bird
41757,airplane
7634,bird
27475,frog
17144,frog
8679,ship
25481,deer
4605,bird
7575,deer
29037,horse
24590,airplane
43263,cat
11970,cat
24,frog
40842,bird
32890,dog
3084,horse
49759,deer
3407,ship
3530,ship
18988,bird
24741,ship
28517,dog
6891,truck
40547,cat
8756,dog
42088,deer
25044,horse
15287,automobile
10010,frog
30529,deer
41641,truck
17796,dog
15620,ship
46049,ship
6365,truck
32131,deer
37220,frog
39814,truck
43921,dog
27665,dog
25247,cat
1199,dog
41569,automobile
12680,frog
22392,deer
19488,dog
14228,dog
21599,dog
7035,frog
28569,bird
39672,bird
38319,frog
46559,frog
7756,dog
28451,ship
15515,horse
10461,frog
7289,automobile
35008,cat
5535,cat
20897,automobile
28234,truck
38630,dog
8323,bird
3697,airplane
20664,frog
45177,airplane
5149,frog
3261,deer
19913,deer
30706,bird
45973,automobile
26622,ship
23471,frog
6188,airplane
46037,deer
41937,frog
15081,cat
49558,airplane
5954,ship
25145,airplane
6910,ship
10007,deer
22403,cat
4841,automobile
36465,airplane
49678,ship
18900,truck
17068,cat
9209,frog
31878,dog
20190,bird
30803,deer
16385,deer
25255,cat
19939,dog
16442,bird
15971,horse
21183,truck
21592,bird
36380,automobile
5296,horse
48349,bird
18142,ship
21531,automobile
13530,truck
2588,automobile
23250,dog
13579,airplane
15839,truck
37019,deer
20272,cat
43711,automobile
